算法子单编号,算法母单编号,交易日期,市场类别,资金账户名称,算法类型,算法实例,算法供应商,证券代码,委托类型,买卖方向,委托价格,委托数量,委托时间,成交价格,成交数量,成交时间,委托状态,手续费
2350267336576462850,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.99,7600,20230614093001,1.99,7600,20230614093001,4,15.43
2350267336576462853,6880872434086000563,20230614,1,7027,0,103,多策略,300135,1,2,2.76,9800,20230614093000,2.76,9800,20230614093000,4,27.59
2350267405295939587,6880872434086001154,20230614,2,7027,0,103,多策略,601929,1,2,2.09,18700,20230614093000,2.09,18700,20230614093000,4,39.86
2350267474015416321,6880872432980000133,20230614,2,7040,0,103,多策略,601618,1,1,3.98,4100,20230614093001,3.98,4100,20230614093001,4,0.33
2350267474015416324,6880872433069000096,20230614,2,7043,0,103,多策略,601618,1,1,3.98,1000,20230614093000,3.98,1000,20230614093000,4,0.08
2350267474015416325,6880872434086001050,20230614,2,7027,0,103,多策略,600909,1,2,4.83,900,20230614093001,4.83,900,20230614093001,4,4.43
2350267474015416326,6880872433386000136,20230614,2,7028,0,103,多策略,601618,1,1,3.98,1800,20230614093001,3.98,1800,20230614093001,4,0.14
2350267474015416329,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.07,6200,20230614093000,3.07,6200,20230614093000,4,0.38
2350267542734893057,6880872433386000034,20230614,1,7028,0,103,多策略,3816,1,1,3.07,5700,20230614093001,3.07,5700,20230614093001,4,0.35
2350267611454369794,6880872434086001062,20230614,2,7027,0,103,多策略,600973,1,1,4.82,8300,20230614093000,4.82,8300,20230614093000,4,0.8
2350267748893323264,6880872434086000532,20230614,1,7027,0,103,多策略,300027,1,1,3.11,2500,20230614093000,0.0,0,20230614093000,5,0.16
2350267748893323268,6880872434086000593,20230614,1,7027,0,103,多策略,300230,1,2,3.62,100,20230614093000,0.0,0,20230614093000,5,0.37
2350267748893323271,6880872434086001086,20230614,2,7027,0,103,多策略,601107,1,2,4.15,1700,20230614093001,4.15,1700,20230614093001,4,7.2
2350267817612800001,6880872434086000548,20230614,1,7027,0,103,多策略,300078,1,1,4.91,1200,20230614093000,4.91,1200,20230614093000,4,0.12
2350267886332276736,6880872434086001121,20230614,2,7027,0,103,多策略,601598,1,2,4.75,300,20230614093000,4.75,300,20230614093000,4,1.45
2350267886332276741,6880872434086000573,20230614,1,7027,0,103,多策略,300157,1,2,3.25,200,20230614093000,3.25,200,20230614093000,4,0.66
2350268023771230209,6880872434086000579,20230614,1,7027,0,103,多策略,300173,1,1,4.46,600,20230614093001,0.0,0,20230614093001,5,0.05
2350268023771230212,6880872434086001161,20230614,2,7027,0,103,多策略,601988,1,2,4.06,14300,20230614093000,4.06,14300,20230614093000,4,59.22
2350268092490706946,6880872432980000134,20230614,2,7040,0,103,多策略,601619,1,2,4.22,2200,20230614093001,4.23,2200,20230614093001,4,9.47
2350268092490706947,6880872433069000097,20230614,2,7043,0,103,多策略,601619,1,2,4.22,1800,20230614093001,4.23,1800,20230614093001,4,7.75
2350268092490706949,6880872433386000070,20230614,2,7028,0,103,多策略,601619,1,2,4.22,2000,20230614093001,4.23,2000,20230614093001,4,8.61
2350268161210183681,6880872434086000594,20230614,1,7027,0,103,多策略,300242,1,1,3.77,200,20230614093001,3.77,200,20230614093001,4,0.02
2350268161210183682,6880872434086000601,20230614,1,7027,0,103,多策略,300269,1,1,3.67,1500,20230614093000,3.67,1500,20230614093000,4,0.11
2350268298649137156,6880872434086001128,20230614,2,7027,0,103,多策略,601665,1,2,4.06,1500,20230614093000,4.06,1500,20230614093000,4,6.21
2350268298649137155,6880872434086001287,20230614,2,7027,0,103,多策略,603669,1,2,4.68,100,20230614093000,0.0,0,20230614093000,5,0.48
2350268436088090626,6880872434086000650,20230614,1,7027,0,103,多策略,300420,1,1,3.27,100,20230614093001,3.26,100,20230614093001,4,0.01
2350268504807567360,6880872434086001150,20230614,2,7027,0,103,多策略,601916,1,2,2.74,400,20230614093001,2.74,400,20230614093001,4,1.12
2350268504807567362,6880872434086001160,20230614,2,7027,0,103,多策略,601975,1,1,3.13,2400,20230614093000,0.0,0,20230614093000,5,0.15
2350269123282857985,6880872434086001290,20230614,2,7027,0,103,多策略,603679,1,2,15.64,2700,20230614093001,0.0,0,20230614093001,9,43.07
2350269673038671874,6880872434086000821,20230614,2,7027,0,103,多策略,600020,1,2,3.7,100,20230614093001,3.7,100,20230614093001,4,0.38
2350269673038671875,6880872434086000858,20230614,2,7027,0,103,多策略,600166,1,1,3.33,4500,20230614093001,0.0,0,20230614093001,5,0.3
2350269741758148612,6880872434086000836,20230614,2,7027,0,103,多策略,600076,1,1,2.64,2200,20230614093001,2.64,2200,20230614093001,4,0.12
2350269741758148611,6880872434086000860,20230614,2,7027,0,103,多策略,600170,1,2,2.72,2400,20230614093001,2.72,2400,20230614093001,4,6.66
2350269810477625344,6880872434086000817,20230614,2,7027,0,103,多策略,600008,1,2,2.99,2400,20230614093000,2.99,2400,20230614093000,4,7.32
2350269810477625348,6880872434086000847,20230614,2,7027,0,103,多策略,600130,1,1,4.32,100,20230614093000,0.0,0,20230614093000,5,0.01
2350269879197102083,6880872434086000838,20230614,2,7027,0,103,多策略,600082,1,2,3.26,100,20230614093000,0.0,0,20230614093000,7,0.33
2350269879197102084,6880872434086000853,20230614,2,7027,0,103,多策略,600159,1,2,2.8,1900,20230614093000,2.8,1900,20230614093000,4,5.43
2350269947916578817,6880872434086000869,20230614,2,7027,0,103,多策略,600219,1,2,3.1,14400,20230614093000,3.1,14400,20230614093000,4,45.53
2350270016636055554,6880872434086000857,20230614,2,7027,0,103,多策略,600165,1,1,3.83,100,20230614093001,3.82,100,20230614093001,4,0.01
2350270085355532289,6880872434086000859,20230614,2,7027,0,103,多策略,600169,1,2,2.41,400,20230614093000,0.0,0,20230614093000,5,0.98
2350270222794485763,6880872434086000878,20230614,2,7027,0,103,多策略,600282,1,2,3.46,400,20230614093001,0.0,0,20230614093001,5,1.41
2350270222794485765,6880872434086000921,20230614,2,7027,0,103,多策略,600467,1,2,2.48,8800,20230614093000,0.0,0,20230614093000,7,22.26
2350270222794485766,6880872434086000880,20230614,2,7027,0,103,多策略,600307,1,2,1.57,8700,20230614093000,0.0,0,20230614093000,5,13.93
2350270291513962499,6880872434086000885,20230614,2,7027,0,103,多策略,600321,1,2,1.7,11100,20230614093000,0.0,0,20230614093000,5,19.25
2350270428952915970,6880872434086000960,20230614,2,7027,0,103,多策略,600602,1,1,13.11,3300,20230614093001,0.0,0,20230614093001,9,0.87
2350270428952915978,6880872434086000897,20230614,2,7027,0,103,多策略,600368,1,2,3.67,800,20230614093000,3.67,800,20230614093000,4,2.99
2350270428952915979,6880872434086000963,20230614,2,7027,0,103,多策略,600611,1,1,3.14,1600,20230614093000,3.14,1600,20230614093000,4,0.1
2350270497672392707,6880872434086000918,20230614,2,7027,0,103,多策略,600448,1,1,2.9,100,20230614093001,2.9,100,20230614093001,4,0.01
2350270566391869444,6880872434086001427,20230614,2,7027,0,103,多策略,688538,1,1,2.61,474,20230614093001,2.61,474,20230614093001,4,0.02
2350270566391869443,6880872434086000916,20230614,2,7027,0,103,多策略,600433,1,2,3.43,2800,20230614093001,3.43,2800,20230614093001,4,9.8
2350270635111346178,6880872434086000986,20230614,2,7027,0,103,多策略,600712,1,2,3.84,400,20230614093001,0.0,0,20230614093001,5,1.57
2350270703830822914,6880872434086000937,20230614,2,7027,0,103,多策略,600526,1,2,4.84,500,20230614093000,0.0,0,20230614093000,5,2.47
2350270772550299650,6880872434086000950,20230614,2,7027,0,103,多策略,600569,1,2,2.01,9100,20230614093001,2.01,9100,20230614093001,4,18.66
2350270772550299652,6880872434086000956,20230614,2,7027,0,103,多策略,600581,1,2,4.12,1300,20230614093000,4.12,1300,20230614093000,4,5.46
2350270841269776388,6880872434086000998,20230614,2,7027,0,103,多策略,600748,1,1,4.3,300,20230614093001,4.29,300,20230614093001,4,0.03
2350270841269776389,6880872434086000954,20230614,2,7027,0,103,多策略,600578,1,2,3.72,200,20230614093001,0.0,0,20230614093001,5,0.76
2350270909989253122,6880872434086001010,20230614,2,7027,0,103,多策略,600791,1,1,4.54,5000,20230614093001,4.54,5000,20230614093001,4,0.45
2350271116147683330,6880872434086001076,20230614,2,7027,0,103,多策略,601010,1,2,2.51,5600,20230614093001,2.51,5600,20230614093001,4,14.34
2350271184867160064,6880872434086000988,20230614,2,7027,0,103,多策略,600716,1,2,3.78,1500,20230614093001,3.78,1500,20230614093001,4,5.78
2350271184867160068,6880872434086000990,20230614,2,7027,0,103,多策略,600724,1,2,3.68,300,20230614093001,3.68,300,20230614093001,4,1.13
2350271184867160069,6880872434086001075,20230614,2,7027,0,103,多策略,601008,1,1,4.24,800,20230614093001,4.24,800,20230614093001,4,0.07
2350271253586636800,6880872434086001078,20230614,2,7027,0,103,多策略,601016,1,2,3.76,400,20230614093001,3.76,400,20230614093001,4,1.53
2350271253586636801,6880872434086001085,20230614,2,7027,0,103,多策略,601106,1,2,3.23,400,20230614093001,3.23,400,20230614093001,4,1.32
2350271459745067010,6880872434086001140,20230614,2,7027,0,103,多策略,601818,1,2,3.15,400,20230614093001,3.15,400,20230614093001,4,1.29
2350271528464543744,6880872434086001143,20230614,2,7027,0,103,多策略,601866,1,2,2.5,2200,20230614093000,2.5,2200,20230614093000,4,5.61
2350271528464543745,6880872434086001166,20230614,2,7027,0,103,多策略,603000,1,1,28.61,1400,20230614093000,28.61,1400,20230614093000,4,0.8
2350271597184020481,6880872434086001163,20230614,2,7027,0,103,多策略,601992,1,1,2.25,1100,20230614093000,2.25,1100,20230614093000,4,0.05
2350271803342450689,6880872434086001139,20230614,2,7027,0,103,多策略,601801,1,1,10.63,1700,20230614093001,0.0,0,20230614093001,5,0.36
2350272215659311105,6880872434086001229,20230614,2,7027,0,103,多策略,603323,1,2,4.55,2000,20230614093001,4.55,2000,20230614093001,4,9.28
2350272353098264578,6880872434086001320,20230614,2,7027,0,103,多策略,603828,1,2,2.99,400,20230614093000,0.0,0,20230614093000,5,1.22
2350326435326455809,6880872434086000001,20230614,1,7027,0,103,多策略,10,1,1,2.33,4900,20230614093001,2.33,4900,20230614093001,4,0.23
2350326435326455810,6880872434086000007,20230614,1,7027,0,103,多策略,31,1,2,3.9,1200,20230614093001,0.0,0,20230614093001,7,4.77
2350326504045932544,6880872434086000012,20230614,1,7027,0,103,多策略,60,1,2,4.91,700,20230614093001,4.91,700,20230614093001,4,3.51
2350326572765409285,6880872434086000061,20230614,1,7027,0,103,多策略,599,1,1,4.23,1500,20230614093001,4.22,1500,20230614093001,4,0.13
2350326572765409287,6880872434086000035,20230614,1,7027,0,103,多策略,517,1,2,3.12,1000,20230614093001,3.13,1000,20230614093001,4,3.18
2350326641484886016,6880872434086000036,20230614,1,7027,0,103,多策略,518,1,2,2.62,300,20230614093001,0.0,0,20230614093001,5,0.8
2350326641484886017,6880872434086000011,20230614,1,7027,0,103,多策略,55,1,2,4.76,500,20230614093001,4.76,500,20230614093001,4,2.43
2350326641484886019,6880872434086000063,20230614,1,7027,0,103,多策略,608,1,1,2.79,900,20230614093001,2.79,900,20230614093001,4,0.05
2350326641484886021,6880872434086000092,20230614,1,7027,0,103,多策略,750,1,2,3.4,2300,20230614093001,3.4,2300,20230614093001,4,7.98
2350326641484886020,6880872434086000029,20230614,1,7027,0,103,多策略,420,1,2,3.39,1900,20230614093001,0.0,0,20230614093001,5,6.57
2350326641484886024,6880872434086000051,20230614,1,7027,0,103,多策略,560,1,2,2.84,400,20230614093001,2.84,400,20230614093001,4,1.16
2350326641484886027,6880872434086000042,20230614,1,7027,0,103,多策略,536,1,2,1.84,3500,20230614093001,0.0,0,20230614093001,5,6.57
2350326641484886028,6880872434086000015,20230614,1,7027,0,103,多策略,88,1,2,4.96,100,20230614093001,4.96,100,20230614093001,4,0.51
2350326710204362752,6880872434086000099,20230614,1,7027,0,103,多策略,766,1,2,4.78,300,20230614093001,0.0,0,20230614093001,5,1.46
2350326710204362753,6880872434086000050,20230614,1,7027,0,103,多策略,558,1,2,3.33,1700,20230614093001,0.0,0,20230614093001,7,5.77
2350326778923839489,6880872434086000100,20230614,1,7027,0,103,多策略,778,1,1,4.14,700,20230614093001,4.14,700,20230614093001,4,0.06
2350326710204362757,6880872434086000093,20230614,1,7027,0,103,多策略,751,1,2,3.33,100,20230614093001,3.33,100,20230614093001,4,0.34
2350326847643316224,6880872434086000073,20230614,1,7027,0,103,多策略,652,1,1,4.09,800,20230614093001,0.0,0,20230614093001,5,0.07
2350326847643316225,6880872434086000129,20230614,1,7027,0,103,多策略,888,1,2,12.27,6700,20230614093001,0.0,0,20230614093001,9,83.85
2350326847643316226,6880872434086000080,20230614,1,7027,0,103,多策略,698,1,2,3.98,300,20230614093001,3.98,300,20230614093001,4,1.22
2350326916362792965,6880872434086000108,20230614,1,7027,0,103,多策略,799,1,1,93.73,300,20230614093001,0.0,0,20230614093001,5,0.56
2350326985082269699,6880872434086000135,20230614,1,7027,0,103,多策略,908,1,2,2.66,700,20230614093001,0.0,0,20230614093001,5,1.9
2350326916362792964,6880872434086000131,20230614,1,7027,0,103,多策略,898,1,2,2.87,2100,20230614093001,2.87,2100,20230614093001,4,6.15
2350326985082269697,6880872434086000094,20230614,1,7027,0,103,多策略,755,1,2,4.93,100,20230614093001,4.93,100,20230614093001,4,0.5
2350327122521223170,6880872434086000116,20230614,1,7027,0,103,多策略,838,1,1,3.82,200,20230614093001,0.0,0,20230614093001,5,0.02
2350327191240699904,6880872434086000106,20230614,1,7027,0,103,多策略,793,1,1,2.45,800,20230614093001,2.45,800,20230614093001,4,0.04
2350327191240699907,6880872434086000132,20230614,1,7027,0,103,多策略,900,1,2,4.25,3300,20230614093001,4.25,3300,20230614093001,4,14.31
2350327191240699909,6880872434086000173,20230614,1,7027,0,103,多策略,2002,1,2,2.2,1600,20230614093001,2.2,1600,20230614093001,4,3.59
2350327259960176643,6880872434086000152,20230614,1,7027,0,103,多策略,958,1,2,4.27,800,20230614093001,0.0,0,20230614093001,5,3.48
2350327397399130113,6880872434086000133,20230614,1,7027,0,103,多策略,903,1,1,2.41,200,20230614093001,2.41,200,20230614093001,4,0.01
2350327397399130116,6880872434086000253,20230614,1,7027,0,103,多策略,2224,1,2,4.87,1900,20230614093001,0.0,0,20230614093001,5,9.44
2350327466118606848,6880872434086000156,20230614,1,7027,0,103,多策略,965,1,1,4.18,1000,20230614093001,0.0,0,20230614093001,5,0.08
2350327603557560320,6880872434086000221,20230614,1,7027,0,103,多策略,2133,1,2,3.59,200,20230614093001,3.59,200,20230614093001,4,0.73
2350327740996513794,6880872434086000255,20230614,1,7027,0,103,多策略,2236,1,1,20.13,1300,20230614093001,20.07,1300,20230614093001,4,0.52
2350327740996513796,6880872434086000238,20230614,1,7027,0,103,多策略,2178,1,1,3.73,300,20230614093001,3.73,300,20230614093001,4,0.02
2350327809715990530,6880872434086000234,20230614,1,7027,0,103,多策略,2160,1,1,3.95,600,20230614093001,3.95,600,20230614093001,4,0.05
2350327947154944000,6880872434086000305,20230614,1,7027,0,103,多策略,2397,1,1,3.31,800,20230614093001,0.0,0,20230614093001,7,0.05
2350328015874420739,6880872434086000310,20230614,1,7027,0,103,多策略,2415,1,1,33.51,1200,20230614093001,33.3,1200,20230614093001,4,0.8
2350328222032850944,6880872434086000397,20230614,1,7027,0,103,多策略,2667,1,1,17.03,2400,20230614093001,0.0,0,20230614093001,5,0.82
2350328290752327680,6880872434086000428,20230614,1,7027,0,103,多策略,2757,1,2,16.98,600,20230614093001,0.0,0,20230614093001,9,10.39
2350328290752327681,6880872434086000371,20230614,1,7027,0,103,多策略,2599,1,1,10.89,6000,20230614093001,0.0,0,20230614093001,5,1.31
2350328565630234624,6880872434086000425,20230614,1,7027,0,103,多策略,2747,1,1,23.5,3500,20230614093001,23.5,3500,20230614093001,4,1.65
2350328771788664832,6880872434086000468,20230614,1,7027,0,103,多策略,2876,1,1,32.27,2100,20230614093001,32.27,2100,20230614093001,4,1.36
2350329252825001985,6880872433069000052,20230614,1,7043,0,103,多策略,300550,1,1,17.6,900,20230614093001,0.0,0,20230614093001,7,0.32
2350329390263955460,6880872434086000671,20230614,1,7027,0,103,多策略,300481,1,1,19.7,900,20230614093001,19.7,900,20230614093001,4,0.35
2350329458983432193,6880872434086000619,20230614,1,7027,0,103,多策略,300327,1,1,28.91,1600,20230614093001,0.0,0,20230614093001,7,0.93
2350329527702908930,6880872434086000732,20230614,1,7027,0,103,多策略,300767,1,1,26.7,400,20230614093001,26.7,400,20230614093001,4,0.21
2350330008739246080,6880872433069000060,20230614,1,7043,0,103,多策略,300909,1,1,25.2,200,20230614093001,25.12,200,20230614093001,4,0.1
2350330077458722817,6880872432980000088,20230614,2,7040,0,103,多策略,600007,1,1,19.16,900,20230614093001,0.0,0,20230614093001,5,0.34
2350330077458722818,6880872433069000070,20230614,2,7043,0,103,多策略,600007,1,1,19.16,200,20230614093001,0.0,0,20230614093001,5,0.08
2350330077458722820,6880872434086000790,20230614,1,7027,0,103,多策略,301011,1,1,25.47,1600,20230614093001,0.0,0,20230614093001,5,0.82
2350330627214536704,6880872434086000838,20230614,2,7027,0,103,多策略,600082,1,2,3.3,100,20230614093001,0.0,0,20230614093001,5,0.34
2350330627214536705,6880872434086000906,20230614,2,7027,0,103,多策略,600397,1,1,2.83,500,20230614093001,2.83,500,20230614093001,4,0.03
2350330695934013440,6880872434086000894,20230614,2,7027,0,103,多策略,600355,1,1,3.38,1000,20230614093001,0.0,0,20230614093001,7,0.07
2350330833372966912,6880872432980000099,20230614,2,7040,0,103,多策略,600315,1,1,28.76,600,20230614093001,28.76,600,20230614093001,4,0.35
2350330970811920386,6880872434086000951,20230614,2,7027,0,103,多策略,600570,1,1,42.89,800,20230614093001,42.89,800,20230614093001,4,0.69
2350331314409304064,6880872434086001008,20230614,2,7027,0,103,多策略,600779,1,1,62.1,500,20230614093001,0.0,0,20230614093001,5,0.62
2350331314409304066,6880872434086001021,20230614,2,7027,0,103,多策略,600818,1,1,21.95,400,20230614093001,0.0,0,20230614093001,7,0.18
2350331383128780800,6880872434086001012,20230614,2,7027,0,103,多策略,600794,1,2,3.52,900,20230614093001,3.52,900,20230614093001,4,3.23
2350332139043024896,6880872434086001254,20230614,2,7027,0,103,多策略,603496,1,1,14.3,3200,20230614093001,0.0,0,20230614093001,5,0.92
2350332413920931842,6880872434086001339,20230614,2,7027,0,103,多策略,603908,1,1,45.75,600,20230614093001,45.7,600,20230614093001,4,0.55
